ROWNAME,VECTOR,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
called,0.431579255925229 0.190370906507737 0.521795054907176 0.41810655421045 0.238391582587281 -0.283879024426543 -0.11599344615858 0.182050967369028 0.220576688532126 0.200286610544108 -0.221445345751401 0.0335950856161328 0.265116920617025 -0.0562937515771985 -0.0232602835054272 -0.154285191194838 -0.0873784269322311 -0.499169700260113 0.745539422086534 -0.307101356056113 -0.228443334872073 0.107157730817585 -0.276947200407135 0.649578904027129 0.0717684950045212 0.482305425421485 0.244817435652767 -0.754214858330578 0.519553040832386 0.238179139919538 -0.729335624728189 -0.148593415424435 -0.253419155043325 -0.609916950205588 -0.607856093538591 -0.283191841509669 -0.489290692549676 -0.0750739948458371 0.640199134661564 0.0217238835917615 0.27790139387404 0.280235311848535 -0.230738675326821 -0.0162946336549488 0.36106709622907 -0.0715439792118431 0.751581579262608 -0.232408243346358 0.118267037368858 -0.244660901058496,0.431579256,0.190370907,0.521795055,0.418106554,0.238391583,-0.283879024,-0.115993446,0.182050967,0.220576689,0.200286611,-0.221445346,0.033595086,0.265116921,-0.056293752,-0.023260284,-0.154285191,-0.087378427,-0.4991697,0.745539422,-0.307101356,-0.228443335,0.107157731,-0.2769472,0.649578904,0.071768495,0.482305425,0.244817436,-0.754214858,0.519553041,0.23817914,-0.729335625,-0.148593415,-0.253419155,-0.60991695,-0.607856094,-0.283191842,-0.489290693,-0.075073995,0.640199135,0.021723884,0.277901394,0.280235312,-0.230738675,-0.016294634,0.361067096,-0.071543979,0.751581579,-0.232408243,0.118267037,-0.244660901
calls,0.0988190651825482 1.15378969548263 -0.457284694597642 -0.159951227851975 -0.469138007588679 -0.062722814398735 -0.264117671395164 0.386419476766613 -0.0397435658354242 0.00912096541186031 0.0850937510561603 0.406630920787551 0.391483432221376 -0.117817829431749 -0.914231850104321 -0.339540982362162 -0.43759618470029 0.0581358460726444 -0.147388913401037 0.538742985247805 0.244648102609247 0.102447050846728 -0.570278911654867 0.309305625013811 0.480017568983481 0.326516015716286 -0.126219311402711 -0.0175400053616957 -0.347006228297824 -0.521975226563525 -0.61553100470082 0.174841118364268 0.578793771464049 -0.431901654127548 -0.749384443815335 0.0215002064146078 0.255964279589985 0.378281919678042 -0.13814389398675 -0.20095852785231 -1.06484772778431 -0.345239968510529 -0.557319357717207 0.403563819547769 -0.36260553261209 -0.716591118329594 -0.363425044282186 -0.470818038559065 -0.460041230920106 -0.260978180095579,0.098819065,1.153789695,-0.457284695,-0.159951228,-0.469138008,-0.062722814,-0.264117671,0.386419477,-0.039743566,0.009120965,0.085093751,0.406630921,0.391483432,-0.117817829,-0.91423185,-0.339540982,-0.437596185,0.058135846,-0.147388913,0.538742985,0.244648103,0.102447051,-0.570278912,0.309305625,0.480017569,0.326516016,-0.126219311,-0.017540005,-0.347006228,-0.521975227,-0.615531005,0.174841118,0.578793771,-0.431901654,-0.749384444,0.021500206,0.25596428,0.37828192,-0.138143894,-0.200958528,-1.064847728,-0.345239969,-0.557319358,0.40356382,-0.362605533,-0.716591118,-0.363425044,-0.470818039,-0.460041231,-0.26097818
camp,-0.736066848247273 -0.0704345613313638 -0.143078220951782 -0.237912693516901 -0.14481320496538 0.0775314390875615 0.622067141032508 0.451579198423846 -0.735512583725155 0.14223516920901 -0.517395951623153 0.213883059536698 -0.171328434539177 -0.521335833833658 -0.0806684699525802 0.284833396016571 0.302958366935978 0.625400971647939 -0.0330140498265733 0.67088449805029 0.237601576260543 0.288689481064719 -0.207666836468602 -0.633259655074418 -0.865172815003654 -0.136983976461918 0.11710293443477 0.00118859691512561 -0.178925039869372 -0.488499455814129 -0.248298951596901 0.527493362574961 0.52682158093799 0.587810467781447 0.116628694278469 -0.355812466929994 0.402716975173661 -0.322578605681061 -0.699332913608346 0.861658989073791 0.0426076848902791 0.261643481607267 -0.489187712768823 -0.413441430750775 0.198928087078893 0.0170682734080803 -0.281414916332154 0.196306869127277 0.744399582541121 0.0319089291689074,-0.736066848,-0.070434561,-0.143078221,-0.237912694,-0.144813205,0.077531439,0.622067141,0.451579198,-0.735512584,0.142235169,-0.517395952,0.21388306,-0.171328435,-0.521335834,-0.08066847,0.284833396,0.302958367,0.625400972,-0.03301405,0.670884498,0.237601576,0.288689481,-0.207666836,-0.633259655,-0.865172815,-0.136983976,0.117102934,0.001188597,-0.17892504,-0.488499456,-0.248298952,0.527493363,0.526821581,0.587810468,0.116628694,-0.355812467,0.402716975,-0.322578606,-0.699332914,0.861658989,0.042607685,0.261643482,-0.489187713,-0.413441431,0.198928087,0.017068273,-0.281414916,0.196306869,0.744399583,0.031908929
campaign,-0.0215952392412524 -0.186029130979696 -0.330379459696675 0.661466524668667 0.28994026390426 0.0974318239739828 0.251383779276012 -0.42582506795646 -0.00899404000002888 -0.441806691045572 -0.189039814988246 0.323651999649137 0.464896163853892 -0.499664159953669 0.764186452408284 0.403138999433437 0.699401120155755 -0.544352826398595 0.128253122435773 0.211404503458639 -0.732807176776282 -0.812514143195819 0.203409777543512 0.0933448313540792 0.46877181769139 0.0904320654880059 -0.116386586821955 -0.466067683158743 -0.28485614023908 0.490457439845117 0.037041638713689 0.301554759040671 0.308244570454147 0.709639583873283 -0.218550762498287 0.348997069435047 0.609675711169957 0.242653217459825 0.110409796024114 -0.860900886392131 -0.357340665990231 0.543606533849476 0.410441328893304 -0.414941806876128 0.00442875908832275 0.17544437584549 0.64275970229649 0.0144469409785267 -0.594728199934368 0.552111834107524,-0.021595239,-0.186029131,-0.33037946,0.661466525,0.289940264,0.097431824,0.251383779,-0.425825068,-0.00899404,-0.441806691,-0.189039815,0.323652,0.464896164,-0.49966416,0.764186452,0.403138999,0.69940112,-0.544352826,0.128253122,0.211404503,-0.732807177,-0.812514143,0.203409778,0.093344831,0.468771818,0.090432065,-0.116386587,-0.466067683,-0.28485614,0.49045744,0.037041639,0.301554759,0.30824457,0.709639584,-0.218550762,0.348997069,0.609675711,0.242653217,0.110409796,-0.860900886,-0.357340666,0.543606534,0.410441329,-0.414941807,0.004428759,0.175444376,0.642759702,0.014446941,-0.5947282,0.552111834
capital,0.32329421594012 -0.925385909920304 0.286028102903821 0.366969414792822 0.0591978369514207 0.0622876818627439 1.08482901254421 0.592509222897885 -0.13650231298282 -0.127598243894299 0.344791287534178 -0.0652797597543751 -0.107955839197436 0.237631592126513 0.326152464425658 -0.427491786212262 0.279349258821291 -0.148681377202815 0.303081236875877 -0.0748410549556841 0.0407545107513654 0.34054365099944 0.493702196048209 0.15011330589105 -0.0512918596851125 0.0785307647934034 -0.590724863333953 -0.00162128814030271 -0.104827337724318 0.206209200632531 0.109969830284522 -0.0918884693749841 -0.0758076969349929 0.911694539025818 -0.205186568572252 0.335280029393209 -0.440658882507269 0.082014226959995 0.381058000418954 0.517371674694994 0.483542627454092 0.404190219145303 0.374025381031521 0.387277980562018 0.878147610862562 0.0485724536125977 0.650613638668662 -0.412749107159563 0.577910949841713 -0.783020525339316,0.323294216,-0.92538591,0.286028103,0.366969415,0.059197837,0.062287682,1.084829013,0.592509223,-0.136502313,-0.127598244,0.344791288,-0.06527976,-0.107955839,0.237631592,0.326152464,-0.427491786,0.279349259,-0.148681377,0.303081237,-0.074841055,0.040754511,0.340543651,0.493702196,0.150113306,-0.05129186,0.078530765,-0.590724863,-0.001621288,-0.104827338,0.206209201,0.10996983,-0.091888469,-0.075807697,0.911694539,-0.205186569,0.335280029,-0.440658883,0.082014227,0.381058,0.517371675,0.483542627,0.404190219,0.374025381,0.387277981,0.878147611,0.048572454,0.650613639,-0.412749107,0.57791095,-0.783020525
cash,0.902525333446067 -0.0677493521261217 0.0638407740496691 -0.0338184178888749 0.34677038635258 0.216960707365992 -0.0346588487747012 -0.0149995388785765 -0.0627726185435831 -0.658988960863242 0.16831393360602 -0.286664374738739 -0.277393437394274 -0.168656677517784 -0.146340631886517 -0.00295836459521792 -0.030779700331107 0.0750660681242938 -0.396685173841635 0.517415841873038 -0.33301561854499 -0.153569918063898 0.279912387387183 -0.15188034080968 -0.459363924135362 -0.587511824735186 -0.0855385068134449 0.0166639857219622 -0.386934611211777 -0.883002875282867 -0.217889208540572 -0.0797410923927994 0.215525995651065 -0.0534455071947603 -0.180701876211464 0.73401524163839 -0.0874916158315292 -0.280805934401725 -0.238243300806966 0.371216597522383 -0.3382545208978 0.0532955519244627 0.447393557231338 -0.625040035560666 -0.544518262651258 -0.540017170721528 0.0781142124753788 0.00230129168453677 0.691725555624453 -0.278211352750259,0.902525333,-0.067749352,0.063840774,-0.033818418,0.346770386,0.216960707,-0.034658849,-0.014999539,-0.062772619,-0.658988961,0.168313934,-0.286664375,-0.277393437,-0.168656678,-0.146340632,-0.002958365,-0.0307797,0.075066068,-0.396685174,0.517415842,-0.333015619,-0.153569918,0.279912387,-0.151880341,-0.459363924,-0.587511825,-0.085538507,0.016663986,-0.386934611,-0.883002875,-0.217889209,-0.079741092,0.215525996,-0.053445507,-0.180701876,0.734015242,-0.087491616,-0.280805934,-0.238243301,0.371216598,-0.338254521,0.053295552,0.447393557,-0.625040036,-0.544518263,-0.540017171,0.078114212,0.002301292,0.691725556,-0.278211353
casper,0.338180681214217 -0.28590012091891 -0.366297872049345 -0.112093894485918 0.00494472352439318 0.242957991421001 -0.281315445702026 -0.218767313123926 0.0164563764650164 -0.39346572666105 -0.187574711897501 0.529567848389012 -0.824701291329081 -0.0129813345209509 0.228056934379534 -0.316657874257395 -0.264152127558449 -0.269646309213236 -0.146005789121061 -0.665854867498322 0.288271780464931 -0.00229069039317159 -0.718156967930393 0.250826842413628 -0.146185472319753 0.343690876661991 -0.419757009238117 -0.143624165258425 -0.399005312952452 -0.456393052697657 -0.171275633606021 -0.131664993339869 0.377531290672595 -0.00768988049987247 -0.522994267126218 -0.152997522723492 -0.871534085198448 -0.820477134812479 -0.161438066059557 0.516898850866769 0.764500018777051 -0.182047285803167 -0.919834969353458 -0.368332358389486 0.502961211686942 0.0134932049113575 0.0109708831286279 -0.627155545146068 0.781298339510535 -0.463850834902234,0.338180681,-0.285900121,-0.366297872,-0.112093894,0.004944724,0.242957991,-0.281315446,-0.218767313,0.016456376,-0.393465727,-0.187574712,0.529567848,-0.824701291,-0.012981335,0.228056934,-0.316657874,-0.264152128,-0.269646309,-0.146005789,-0.665854867,0.28827178,-0.00229069,-0.718156968,0.250826842,-0.146185472,0.343690877,-0.419757009,-0.143624165,-0.399005313,-0.456393053,-0.171275634,-0.131664993,0.377531291,-0.00768988,-0.522994267,-0.152997523,-0.871534085,-0.820477135,-0.161438066,0.516898851,0.764500019,-0.182047286,-0.919834969,-0.368332358,0.502961212,0.013493205,0.010970883,-0.627155545,0.78129834,-0.463850835
central,0.251203440053729 -0.466892266668113 0.54759078836959 -0.159190898814307 0.40490372741671 0.66038290550952 -0.342387133557342 0.0171869858712042 -0.46874259684761 0.00401486654172461 -0.174117641363953 0.369764824512619 0.409566882399989 -0.138895725573112 -0.192828714164716 -0.213995528735814 -0.476031551488777 -0.628300033010833 1.07149361032793 -0.304164910774279 0.842486878895206 0.38588141342773 0.303085134935105 -0.35932152865843 -0.00684857738953026 0.238299868378894 -0.0811924643899435 -0.343366178415326 -0.0823411837805734 -0.479513852380098 -0.589841522345881 0.651058777672347 -0.745390427877436 0.239115634174835 -0.703015196364164 -0.976240376530896 0.0370551066120863 -0.300568258655205 -0.280518007061741 -0.101034578488271 -0.428755839531562 -0.284689667888109 0.0857305797876304 0.079067251873001 0.0401165868180003 -0.715784177615373 0.265561023393817 0.13948763084272 0.407252486043179 -0.499469936073399,0.25120344,-0.466892267,0.547590788,-0.159190899,0.404903727,0.660382906,-0.342387134,0.017186986,-0.468742597,0.004014867,-0.174117641,0.369764825,0.409566882,-0.138895726,-0.192828714,-0.213995529,-0.476031551,-0.628300033,1.07149361,-0.304164911,0.842486879,0.385881413,0.303085135,-0.359321529,-0.006848577,0.238299868,-0.081192464,-0.343366178,-0.082341184,-0.479513852,-0.589841522,0.651058778,-0.745390428,0.239115634,-0.703015196,-0.976240377,0.037055107,-0.300568259,-0.280518007,-0.101034578,-0.42875584,-0.284689668,0.08573058,0.079067252,0.040116587,-0.715784178,0.265561023,0.139487631,0.407252486,-0.499469936
charity,0.495746898583139 -0.0397408968021335 0.42167802807628 0.326122126241533 -0.476851289747507 0.0647132233573118 0.113509611212894 0.647469222333626 -0.159397655508813 -0.392216808540532 -0.0526721484160279 -0.833785887691581 0.171771158117583 0.45007795202297 -0.670703977595695 0.92208926839161 -0.385145253819818 -0.337612184315627 0.758410421786811 0.729973799853165 0.991281380169708 0.100540106429477 0.468786892624578 -0.218979651740682 -0.674546294410594 0.0409383117406698 0.591064176331801 -0.205645294831433 0.394801396222781 -0.0383365358354007 0.19371846557223 -0.220962481774946 -0.269542974740463 0.106326068573031 0.822653520806846 -0.40462455296714 0.454519947303836 -0.2504829326873 0.471428847258423 0.4338231667173 -0.463199066933046 -1.11030521103453 -0.615569542092641 0.222877170020622 0.767800364526502 -0.852229832497949 0.556370089298429 0.601035266964755 0.0614735024496114 -0.0259933838435638,0.495746899,-0.039740897,0.421678028,0.326122126,-0.47685129,0.064713223,0.113509611,0.647469222,-0.159397656,-0.392216809,-0.052672148,-0.833785888,0.171771158,0.450077952,-0.670703978,0.922089268,-0.385145254,-0.337612184,0.758410422,0.7299738,0.99128138,0.100540106,0.468786893,-0.218979652,-0.674546294,0.040938312,0.591064176,-0.205645295,0.394801396,-0.038336536,0.193718466,-0.220962482,-0.269542975,0.106326069,0.822653521,-0.404624553,0.454519947,-0.250482933,0.471428847,0.433823167,-0.463199067,-1.110305211,-0.615569542,0.22287717,0.767800365,-0.852229832,0.556370089,0.601035267,0.061473502,-0.025993384
check,-0.191581878757505 0.0371913326820143 -0.332796020125057 0.18174868334339 0.577248308194029 0.323509759196594 0.014105462903913 -0.926147379962121 -0.252222356783269 -0.601000801290676 0.0704326514607191 -0.616986699534478 0.186088714492202 -0.213812738253293 0.212343792031666 -0.226897068637996 -0.100829505122899 -0.354640163239255 0.48536897189937 0.0475888049172008 -0.093160926081831 -0.33123106563669 0.024725393557699 -0.160772488559654 0.705590118506022 0.217972635956606 0.764530292032246 -0.292391382849382 -0.905701427907731 0.271880727965408 0.177121834315243 -0.288670008777896 -0.184467058037423 -0.822471004659673 0.191097351945713 -0.0919379781158513 -0.320068584395687 -0.250332832974096 0.551053895984199 0.419213320231857 -0.440427341348685 -0.0966441339000022 -0.371599781561327 -0.0765369305819756 -0.21781244568526 0.277492338325457 -0.626552352032717 0.486233134660085 0.0509445183486379 0.36758724144676,-0.191581879,0.037191333,-0.33279602,0.181748683,0.577248308,0.323509759,0.014105463,-0.92614738,-0.252222357,-0.601000801,0.070432651,-0.6169867,0.186088714,-0.213812738,0.212343792,-0.226897069,-0.100829505,-0.354640163,0.485368972,0.047588805,-0.093160926,-0.331231066,0.024725394,-0.160772489,0.705590119,0.217972636,0.764530292,-0.292391383,-0.905701428,0.271880728,0.177121834,-0.288670009,-0.184467058,-0.822471005,0.191097352,-0.091937978,-0.320068584,-0.250332833,0.551053896,0.41921332,-0.440427341,-0.096644134,-0.371599782,-0.076536931,-0.217812446,0.277492338,-0.626552352,0.486233135,0.050944518,0.367587241
cheyenne,-0.735343338752336 -0.0296312441236044 -0.125951369515804 -0.850310706782257 -0.0891546766560159 0.0346839627608636 -0.228684565499448 0.838915764572474 0.0657705790301579 -0.396468022867012 -0.59292201785212 -0.193403025371467 -0.228351590819063 -0.986948803028778 0.366473865215827 0.131030174182782 -0.257417755225991 0.22356218951228 0.650177988057569 -0.499804902449205 0.243769145001105 -0.0123271258626161 -0.297764029415543 -0.0962089041811266 0.516771903215028 -0.269247087674386 -0.160188423236456 -0.162848590178931 -0.617040601334888 -0.41526576126979 0.375285124716099 0.937412025649691 0.346928299007247 0.422374632086788 -0.501107009723953 -0.228296086198161 0.265264774570274 -0.217954161425261 0.4353967597577 -0.327552109881556 0.342385233849968 0.24515691453464 -0.157585150764271 -0.0291578870496517 0.583167160185553 0.411732750001575 -0.524143225129014 -0.103146025598648 0.612583035648337 -0.329954246969564,-0.735343339,-0.029631244,-0.12595137,-0.850310707,-0.089154677,0.034683963,-0.228684565,0.838915765,0.065770579,-0.396468023,-0.592922018,-0.193403025,-0.228351591,-0.986948803,0.366473865,0.131030174,-0.257417755,0.22356219,0.650177988,-0.499804902,0.243769145,-0.012327126,-0.297764029,-0.096208904,0.516771903,-0.269247088,-0.160188423,-0.16284859,-0.617040601,-0.415265761,0.375285125,0.937412026,0.346928299,0.422374632,-0.50110701,-0.228296086,0.265264775,-0.217954161,0.43539676,-0.32755211,0.342385234,0.245156915,-0.157585151,-0.029157887,0.58316716,0.41173275,-0.524143225,-0.103146026,0.612583036,-0.329954247
chileans,0.209982100237135 0.221298846214665 0.383335485868619 0.0335002176848326 0.00612756308960904 0.672916467326442 -0.101938529436865 0.0360553898546722 -0.0261791925788229 0.224309824056313 -0.100444783940064 -0.191386913417861 -0.499614998733498 0.217568948345507 0.161668763223391 0.053346367005522 -0.279442059345964 0.421710345963498 -0.868982490641522 0.0939925847535825 -0.116134786570879 -0.197043744880802 -0.292142858476599 -0.526507851854697 0.450996866330157 0.572692340393727 0.780969175558964 0.577433704325526 -0.0395612742885255 0.711634586360831 0.12050405980989 -0.0141675277666604 0.984821222680369 0.660537881054624 -0.19251259947226 0.40589073217041 0.687718702440808 0.448079809374796 0.0339176483756175 -0.213683611430033 0.083345320576618 -0.11838736466203 0.18532379582822 0.298734746671604 0.321511335374862 0.212658718285361 0.395134963792608 -0.159245382166779 -0.699546141910343 -0.491569399544285,0.2099821,0.221298846,0.383335486,0.033500218,0.006127563,0.672916467,-0.101938529,0.03605539,-0.026179193,0.224309824,-0.100444784,-0.191386913,-0.499614999,0.217568948,0.161668763,0.053346367,-0.279442059,0.421710346,-0.868982491,0.093992585,-0.116134787,-0.197043745,-0.292142858,-0.526507852,0.450996866,0.57269234,0.780969176,0.577433704,-0.039561274,0.711634586,0.12050406,-0.014167528,0.984821223,0.660537881,-0.192512599,0.405890732,0.687718702,0.448079809,0.033917648,-0.213683611,0.083345321,-0.118387365,0.185323796,0.298734747,0.321511335,0.212658718,0.395134964,-0.159245382,-0.699546142,-0.4915694
chileâ,-0.675915030467559 -0.165899317830035 0.0443607314278895 -0.16496084951344 -0.097519258682761 -0.0424938585125055 0.786678577322681 0.485504266450585 0.157668029737487 0.42125503996718 -0.561558558509337 -0.201017929779435 -0.217453553755909 0.359540205750484 0.379649512352098 0.241173353776877 0.628922924630017 -0.095006549567962 -0.468724568927662 0.395942334477392 0.0221324273016174 -0.220661518667606 0.323392796762137 -0.641586680839763 -0.364374545418747 -0.370144452197909 0.0943303547939996 -0.129629479397813 -0.351472552675478 -0.0213818895074183 -0.0839895235791305 -0.220457780108351 -0.490618540350956 0.140722005929431 0.305837060892023 0.47222253073248 -0.570708051589545 -0.214293230098684 0.491574610318317 0.193634681148082 0.469785553213555 -0.919563747926376 0.914460531081958 0.145989868023457 -0.0338128376221664 0.221677145563537 0.256748060709409 -0.204364322765681 -0.582601895642722 -0.157731151780018,-0.67591503,-0.165899318,0.044360731,-0.16496085,-0.097519259,-0.042493859,0.786678577,0.485504266,0.15766803,0.42125504,-0.561558559,-0.20101793,-0.217453554,0.359540206,0.379649512,0.241173354,0.628922925,-0.09500655,-0.468724569,0.395942334,0.022132427,-0.220661519,0.323392797,-0.641586681,-0.364374545,-0.370144452,0.094330355,-0.129629479,-0.351472553,-0.02138189,-0.083989524,-0.22045778,-0.49061854,0.140722006,0.305837061,0.472222531,-0.570708052,-0.21429323,0.49157461,0.193634681,0.469785553,-0.919563748,0.914460531,0.145989868,-0.033812838,0.221677146,0.256748061,-0.204364323,-0.582601896,-0.157731152
china,-0.122847597711965 0.534714806648265 0.797329202912461 -0.148145316266558 0.0227494026239118 0.0671231435710492 0.370968430847902 0.0247898977669551 0.439987279495445 0.804804893651062 0.0812026673572797 -0.381921813763686 -0.173113068611256 0.743289698842851 0.105802914648635 -0.151369926942441 0.22693644654967 0.87425621575093 0.112180153798706 -0.387913696779556 0.283526270800027 -0.131624921610217 0.0425370712843835 0.570793662939696 0.497482319055216 -0.689207421416375 0.416358386359815 -0.0132313951267213 0.614563078757505 -0.373826259964249 0.128700236704853 0.108409816074093 0.421877726215909 -0.110538973763553 -0.0583281683784127 0.451617496034251 -0.505206294893012 0.670660599858682 0.246603023479485 0.145705407157775 0.173474108492441 0.215110826839475 -0.163712890957072 0.040224832563407 0.339602691810561 0.447803970863865 0.185210652102142 -0.509478200372156 0.459864004506811 0.48178239168133,-0.122847598,0.534714807,0.797329203,-0.148145316,0.022749403,0.067123144,0.370968431,0.024789898,0.439987279,0.804804894,0.081202667,-0.381921814,-0.173113069,0.743289699,0.105802915,-0.151369927,0.226936447,0.874256216,0.112180154,-0.387913697,0.283526271,-0.131624922,0.042537071,0.570793663,0.497482319,-0.689207421,0.416358386,-0.013231395,0.614563079,-0.37382626,0.128700237,0.108409816,0.421877726,-0.110538974,-0.058328168,0.451617496,-0.505206295,0.6706606,0.246603023,0.145705407,0.173474108,0.215110827,-0.163712891,0.040224833,0.339602692,0.447803971,0.185210652,-0.5094782,0.459864005,0.481782392
christian,0.571573571238632 0.513634146170307 0.507273403626277 0.587990066783038 -0.0481231302242966 -0.283957201977523 -0.0981635838744595 0.0247585283136148 0.141291923017184 0.135216841587619 -0.679261594807001 -0.173365790272637 0.0602954408109936 -0.272456752427641 -0.526594893828295 -0.559899297058494 0.223936865858024 0.655735449103644 0.279019335800133 0.457451197627527 0.523333068342302 0.533929299635172 -0.729911201525478 0.161135250057667 0.137816797056524 0.0597166433377936 -0.28346279688813 -0.421751295397686 0.875732172974465 -0.259429622518062 -0.388492652612461 -0.499609573314901 -0.0922646725203466 0.166840266305391 0.283795119718736 0.234993869321785 -0.356721766832733 0.160188726265518 -0.650033390836591 1.02695890295812 -0.0980139628959246 0.139508778536506 -0.0586384380565698 -0.284408423279225 -0.0535431457017456 -0.312942182510291 0.200647308401832 -0.904474552227722 -0.0657199875614412 0.19750894974078,0.571573571,0.513634146,0.507273404,0.587990067,-0.04812313,-0.283957202,-0.098163584,0.024758528,0.141291923,0.135216842,-0.679261595,-0.17336579,0.060295441,-0.272456752,-0.526594894,-0.559899297,0.223936866,0.655735449,0.279019336,0.457451198,0.523333068,0.5339293,-0.729911202,0.16113525,0.137816797,0.059716643,-0.283462797,-0.421751295,0.875732173,-0.259429623,-0.388492653,-0.499609573,-0.092264673,0.166840266,0.28379512,0.234993869,-0.356721767,0.160188726,-0.650033391,1.026958903,-0.098013963,0.139508779,-0.058638438,-0.284408423,-0.053543146,-0.312942183,0.200647308,-0.904474552,-0.065719988,0.19750895
circle_movement,0.179117853307519 -0.430148618926592 0.520261161933092 0.704707274013552 -0.34328074886415 0.209751374189142 -0.0334908369713836 -0.675712484635115 -0.716469801737176 0.52509451763969 -0.459056273445627 0.151521603418986 -0.966505313803526 0.0814901008337125 0.175932915286709 -0.264243243143928 0.628192433301408 0.182733400771544 0.798127685216317 -0.115064168224129 0.357259324424991 -0.49611654090896 -0.254745792720799 -0.0461792326625094 -0.130343040689935 -0.537437161022052 0.307513277147629 0.409296361647433 -0.311476589038025 0.317768169860878 -0.518501402561479 0.554118072527804 0.00815080613603971 0.606184224691733 0.649234051592077 0.31059818233814 -0.189718562626501 0.43947955669364 -0.256229951584662 0.0635967368766876 -0.124834356001946 -0.290927876314339 -0.35246135768046 -0.250827688436143 -0.246902098003342 -0.707957357794525 -0.19156992302666 0.624954914591391 -0.750481115176654 -0.654420352888987,0.179117853,-0.430148619,0.520261162,0.704707274,-0.343280749,0.209751374,-0.033490837,-0.675712485,-0.716469802,0.525094518,-0.459056273,0.151521603,-0.966505314,0.081490101,0.175932915,-0.264243243,0.628192433,0.182733401,0.798127685,-0.115064168,0.357259324,-0.496116541,-0.254745793,-0.046179233,-0.130343041,-0.537437161,0.307513277,0.409296362,-0.311476589,0.31776817,-0.518501403,0.554118073,0.008150806,0.606184225,0.649234052,0.310598182,-0.189718563,0.439479557,-0.256229952,0.063596737,-0.124834356,-0.290927876,-0.352461358,-0.250827688,-0.246902098,-0.707957358,-0.191569923,0.624954915,-0.750481115,-0.654420353
cj,0.117090070276843 -0.559533093557253 0.560741168209385 0.10689902664012 -0.433928217867431 -0.207920687135502 0.185146801153875 0.0844715947556461 -0.219403823284875 -0.370556713891336 -0.434571133785639 -0.354499199107475 -0.297126707709611 0.245234506333862 -0.308450011914458 -0.224440705393982 -0.284452075843724 -0.207699584932694 -0.222391845452933 1.16683584392081 -0.0837792459534559 0.142218680467372 -0.208688589773352 -0.172626391282932 0.394028590794945 0.447078230680739 0.764673097940444 -0.171566388930089 0.213057576273329 -0.612736643487923 0.25761011708466 -0.129637091254343 -0.659595462748884 -0.0980148848845744 -0.433973049301422 0.12965272970053 -0.0390356701112764 -0.0866907103354988 -0.635591987382639 0.022704330850215 -0.23709816115282 0.121953667677231 -0.476500315716379 -0.325480463085678 0.278247020382343 0.0133839645011103 -0.0811490298372834 0.194242138236237 -0.100568616292846 0.880668786836772,0.11709007,-0.559533094,0.560741168,0.106899027,-0.433928218,-0.207920687,0.185146801,0.084471595,-0.219403823,-0.370556714,-0.434571134,-0.354499199,-0.297126708,0.245234506,-0.308450012,-0.224440705,-0.284452076,-0.207699585,-0.222391845,1.166835844,-0.083779246,0.14221868,-0.20868859,-0.172626391,0.394028591,0.447078231,0.764673098,-0.171566389,0.213057576,-0.612736643,0.257610117,-0.129637091,-0.659595463,-0.098014885,-0.433973049,0.12965273,-0.03903567,-0.08669071,-0.635591987,0.022704331,-0.237098161,0.121953668,-0.476500316,-0.325480463,0.27824702,0.013383965,-0.08114903,0.194242138,-0.100568616,0.880668787
cnn's,0.463250184619177 -0.0292424953910701 0.362363055412561 -0.425337738644538 0.686918159350202 0.713079905748865 -0.384141241494785 0.446702662773724 0.1195173720049 -0.567853882017572 0.625845953521185 0.408623416989597 -0.114149445685257 0.574899090921301 0.241491975526847 0.127741940848045 -0.244982822808088 -0.118279093704653 -0.313822804173649 -0.487054335008029 0.18995046795547 0.435537294340916 -0.0338902641167939 0.223433274718816 0.504809322908538 -0.631465867804488 0.0432056761986335 0.29028334789177 0.752438417357109 0.474139771214074 0.123147085091308 -0.31499929254062 -0.242204395575683 -0.568067248496975 0.00134763844771268 0.146701134325291 -0.104934415106198 0.056128861959563 -0.335934986268177 -0.193218636531383 -0.168146544623858 -0.763868076410595 0.513583465183573 0.320697520210342 -0.329091485905657 0.172270258146771 0.073898028667964 0.717059656398784 0.500362510024418 -0.499890479698236,0.463250185,-0.029242495,0.362363055,-0.425337739,0.686918159,0.713079906,-0.384141241,0.446702663,0.119517372,-0.567853882,0.625845954,0.408623417,-0.114149446,0.574899091,0.241491976,0.127741941,-0.244982823,-0.118279094,-0.313822804,-0.487054335,0.189950468,0.435537294,-0.033890264,0.223433275,0.504809323,-0.631465868,0.043205676,0.290283348,0.752438417,0.474139771,0.123147085,-0.314999293,-0.242204396,-0.568067248,0.001347638,0.146701134,-0.104934415,0.056128862,-0.335934986,-0.193218637,-0.168146545,-0.763868076,0.513583465,0.32069752,-0.329091486,0.172270258,0.073898029,0.717059656,0.50036251,-0.49989048
