ROWNAME,VECTOR,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,CONCACTENATE
burnettriver,-0.072616726319976 0.601045688155977 -0.50794616463971 -0.241360101304909 -0.190073684876653 0.185155140238315 0.266201219207162 -0.929627329945357 -0.589791051995324 0.128909778221535 -0.00529746510859052 -0.317048552857066 -0.592556710290771 0.144257104890034 -0.852112986785136 -0.579579213044965 -0.432948508359783 -0.709336898100243 0.317571107297913 0.493531161147043 0.245043998888282 -0.0269763503043788 0.184973741848389 0.162321623813287 0.304788078018344 -0.115975613967271 0.0250739893165031 0.751923827856507 -0.262493866273043 -0.266631072587124 0.687329963181073 0.138995611129394 -0.389076805530422 -0.753096495204481 -0.443937875770604 0.583350521653455 0.317534901365015 -0.400194920453164 -0.35490773844381 -0.704496259758775 0.466718707713695 -0.259377556664262 -0.626457367968134 0.175073338909811 0.599928133658915 -0.480904700942642 0.13645277954075 -0.400633980236695 -0.225624090911223 0.267694927018896,-0.072616726,0.601045688,-0.507946165,-0.241360101,-0.190073685,0.18515514,0.266201219,-0.92962733,-0.589791052,0.128909778,-0.005297465,-0.317048553,-0.59255671,0.144257105,-0.852112987,-0.579579213,-0.432948508,-0.709336898,0.317571107,0.493531161,0.245043999,-0.02697635,0.184973742,0.162321624,0.304788078,-0.115975614,0.025073989,0.751923828,-0.262493866,-0.266631073,0.687329963,0.138995611,-0.389076806,-0.753096495,-0.443937876,0.583350522,0.317534901,-0.40019492,-0.354907738,-0.70449626,0.466718708,-0.259377557,-0.626457368,0.175073339,0.599928134,-0.480904701,0.13645278,-0.40063398,-0.225624091,0.267694927,-0.072616726319976 0.601045688155977 -0.50794616463971 -0.241360101304909 -0.190073684876653 0.185155140238315 0.266201219207162 -0.929627329945357 -0.589791051995324 0.128909778221535 -0.00529746510859052 -0.317048552857066 -0.592556710290771 0.144257104890034 -0.852112986785136 -0.579579213044965 -0.432948508359783 -0.709336898100243 0.317571107297913 0.493531161147043 0.245043998888282 -0.0269763503043788 0.184973741848389 0.162321623813287 0.304788078018344 -0.115975613967271 0.0250739893165031 0.751923827856507 -0.262493866273043 -0.266631072587124 0.687329963181073 0.138995611129394 -0.389076805530422 -0.753096495204481 -0.443937875770604 0.583350521653455 0.317534901365015 -0.400194920453164 -0.35490773844381 -0.704496259758775 0.466718707713695 -0.259377556664262 -0.626457367968134 0.175073338909811 0.599928133658915 -0.480904700942642 0.13645277954075 -0.400633980236695 -0.225624090911223 0.267694927018896
businesses,0.233836344768859 0.60747843590578 -0.254498796921996 -0.0422088090634134 0.00917928615222007 -0.819145259443627 -0.338460076929734 -0.104427255051044 -0.0206169526344538 -0.511056843277301 -0.511216531007717 0.170527522283295 -0.540060277805189 -0.438687731398254 -0.363620703169229 0.286821787663081 -0.341964880636291 -0.523955049721476 0.512908122252064 -0.220292316635904 0.346881883155358 -0.404584557986978 -0.0783119615144918 0.364894507103876 -0.716327250519072 -0.919931154150981 0.119367191191128 0.147464424845673 -0.0817693345342963 0.132209294944853 0.526672390247052 0.188270500561448 0.344377908919339 0.0430830762172479 0.736966052964527 -0.27712773382863 0.0452426062767631 0.932635338820315 -0.829583475699793 -0.349793922439281 0.0288795263241517 0.0397404085811646 0.418605546161321 0.524152866502644 0.26042957663203 -0.142654569000113 -0.476640193033533 0.580214926666113 0.0567453909315575 0.484607869260948,0.233836345,0.607478436,-0.254498797,-0.042208809,0.009179286,-0.819145259,-0.338460077,-0.104427255,-0.020616953,-0.511056843,-0.511216531,0.170527522,-0.540060278,-0.438687731,-0.363620703,0.286821788,-0.341964881,-0.52395505,0.512908122,-0.220292317,0.346881883,-0.404584558,-0.078311962,0.364894507,-0.716327251,-0.919931154,0.119367191,0.147464425,-0.081769335,0.132209295,0.52667239,0.188270501,0.344377909,0.043083076,0.736966053,-0.277127734,0.045242606,0.932635339,-0.829583476,-0.349793922,0.028879526,0.039740409,0.418605546,0.524152867,0.260429577,-0.142654569,-0.476640193,0.580214927,0.056745391,0.484607869,0.233836344768859 0.60747843590578 -0.254498796921996 -0.0422088090634134 0.00917928615222007 -0.819145259443627 -0.338460076929734 -0.104427255051044 -0.0206169526344538 -0.511056843277301 -0.511216531007717 0.170527522283295 -0.540060277805189 -0.438687731398254 -0.363620703169229 0.286821787663081 -0.341964880636291 -0.523955049721476 0.512908122252064 -0.220292316635904 0.346881883155358 -0.404584557986978 -0.0783119615144918 0.364894507103876 -0.716327250519072 -0.919931154150981 0.119367191191128 0.147464424845673 -0.0817693345342963 0.132209294944853 0.526672390247052 0.188270500561448 0.344377908919339 0.0430830762172479 0.736966052964527 -0.27712773382863 0.0452426062767631 0.932635338820315 -0.829583475699793 -0.349793922439281 0.0288795263241517 0.0397404085811646 0.418605546161321 0.524152866502644 0.26042957663203 -0.142654569000113 -0.476640193033533 0.580214926666113 0.0567453909315575 0.484607869260948
bytxn2uu,0.0941292128348316 0.304739557489964 0.105323793517431 -0.314770719704133 0.572205500833437 -0.050864189447797 -0.296704282809086 -0.317069067874583 -0.603624587301724 0.465968682646631 0.189097593799313 0.636064952558961 -0.157484277921298 -0.233199201304375 -0.176483964553767 0.449572151807707 -0.742552890933819 -0.562187647443115 -0.114872324218172 -0.210375175355948 0.509379008769921 0.0317568246508624 0.279096010188359 -0.147919718337752 0.176287802604066 0.0223021922240655 -0.206874896592669 -0.0183141838177983 -0.0624056176405979 -0.379011632155499 -0.351070776976112 0.703702362459548 -0.232074703967605 -0.262623177993496 0.109172424735297 -0.13073669474493 -0.387325567636234 -0.20323348467694 0.606908378744035 -0.119624463929996 0.281255142626675 -0.0929670608130779 0.368133156803527 1.00946924847265 -0.22366006502477 -0.248543603921349 0.0566205929584309 0.192553151901579 -0.264670689466106 0.500045230195338,0.094129213,0.304739557,0.105323794,-0.31477072,0.572205501,-0.050864189,-0.296704283,-0.317069068,-0.603624587,0.465968683,0.189097594,0.636064953,-0.157484278,-0.233199201,-0.176483965,0.449572152,-0.742552891,-0.562187647,-0.114872324,-0.210375175,0.509379009,0.031756825,0.27909601,-0.147919718,0.176287803,0.022302192,-0.206874897,-0.018314184,-0.062405618,-0.379011632,-0.351070777,0.703702362,-0.232074704,-0.262623178,0.109172425,-0.130736695,-0.387325568,-0.203233485,0.606908379,-0.119624464,0.281255143,-0.092967061,0.368133157,1.009469248,-0.223660065,-0.248543604,0.056620593,0.192553152,-0.264670689,0.50004523,0.0941292128348316 0.304739557489964 0.105323793517431 -0.314770719704133 0.572205500833437 -0.050864189447797 -0.296704282809086 -0.317069067874583 -0.603624587301724 0.465968682646631 0.189097593799313 0.636064952558961 -0.157484277921298 -0.233199201304375 -0.176483964553767 0.449572151807707 -0.742552890933819 -0.562187647443115 -0.114872324218172 -0.210375175355948 0.509379008769921 0.0317568246508624 0.279096010188359 -0.147919718337752 0.176287802604066 0.0223021922240655 -0.206874896592669 -0.0183141838177983 -0.0624056176405979 -0.379011632155499 -0.351070776976112 0.703702362459548 -0.232074703967605 -0.262623177993496 0.109172424735297 -0.13073669474493 -0.387325567636234 -0.20323348467694 0.606908378744035 -0.119624463929996 0.281255142626675 -0.0929670608130779 0.368133156803527 1.00946924847265 -0.22366006502477 -0.248543603921349 0.0566205929584309 0.192553151901579 -0.264670689466106 0.500045230195338
cairns,-0.432721213327427 0.545860623297386 0.606882139896255 -0.307812684137718 0.250472680744458 0.0729085728178221 -0.859770365666679 0.235416576609408 -0.171921607494803 -0.831486517758382 -0.892626634869642 -0.110127871242546 -0.127351184981151 -0.093603728874556 -0.869963984430483 0.296535924137166 0.048773413435113 0.0236268670969237 -0.40961662025309 0.114442777444634 -0.323522647215888 0.478684845581774 -0.323127614960564 0.587916646064827 0.205814583501169 0.721840803399822 -0.0861689850172423 0.668858507289531 -0.58792634984067 0.319723445958246 0.195753377999243 0.224168504110211 -0.298595201863345 0.825165437594592 -0.544069853956452 0.310696258563191 0.17742974937046 0.36178979534621 -0.433659433998247 0.357347046220504 -0.00445075906923528 -0.513757583545949 -0.576823522758871 0.371213002789564 -0.22673867296841 -0.146363314709456 0.802972931152878 -0.738720015397952 0.0889023812720239 -0.390809594298389,-0.432721213,0.545860623,0.60688214,-0.307812684,0.250472681,0.072908573,-0.859770366,0.235416577,-0.171921607,-0.831486518,-0.892626635,-0.110127871,-0.127351185,-0.093603729,-0.869963984,0.296535924,0.048773413,0.023626867,-0.40961662,0.114442777,-0.323522647,0.478684846,-0.323127615,0.587916646,0.205814584,0.721840803,-0.086168985,0.668858507,-0.58792635,0.319723446,0.195753378,0.224168504,-0.298595202,0.825165438,-0.544069854,0.310696259,0.177429749,0.361789795,-0.433659434,0.357347046,-0.004450759,-0.513757584,-0.576823523,0.371213003,-0.226738673,-0.146363315,0.802972931,-0.738720015,0.088902381,-0.390809594,-0.432721213327427 0.545860623297386 0.606882139896255 -0.307812684137718 0.250472680744458 0.0729085728178221 -0.859770365666679 0.235416576609408 -0.171921607494803 -0.831486517758382 -0.892626634869642 -0.110127871242546 -0.127351184981151 -0.093603728874556 -0.869963984430483 0.296535924137166 0.048773413435113 0.0236268670969237 -0.40961662025309 0.114442777444634 -0.323522647215888 0.478684845581774 -0.323127614960564 0.587916646064827 0.205814583501169 0.721840803399822 -0.0861689850172423 0.668858507289531 -0.58792634984067 0.319723445958246 0.195753377999243 0.224168504110211 -0.298595201863345 0.825165437594592 -0.544069853956452 0.310696258563191 0.17742974937046 0.36178979534621 -0.433659433998247 0.357347046220504 -0.00445075906923528 -0.513757583545949 -0.576823522758871 0.371213002789564 -0.22673867296841 -0.146363314709456 0.802972931152878 -0.738720015397952 0.0889023812720239 -0.390809594298389
call,-0.108023481273552 -0.205638925936609 0.403867392576349 -0.364942738042785 0.793086901794978 0.206520418746422 -0.426982013956436 0.27326671110958 -0.0944024094501353 0.123337938514587 -0.948003940790975 0.584703097823039 -0.524471823964878 -0.17599796552678 -0.430411557617264 0.540933161939654 0.305508982137283 0.475971518618883 0.535795674991909 -0.107320793301151 -0.300377822536093 -0.320893943104849 -0.257466330210276 -0.0509566978720764 -0.559097954445253 0.516191467108603 0.266727357764154 0.21500180655496 -0.0117496358291323 0.352574813296155 -0.0789417043039202 -0.28706657810466 -0.121439336809868 0.684917124953684 -0.0779752595992816 0.197689954311404 -0.934347807676526 -0.699062586698997 0.121695954839095 0.287173263265292 -0.263601367524522 -0.157753130463751 0.132905100019197 -0.0517837176455185 0.260735093403629 0.295211166403664 0.168884419114533 0.399498364596968 0.50242798225145 0.377393587038579,-0.108023481,-0.205638926,0.403867393,-0.364942738,0.793086902,0.206520419,-0.426982014,0.273266711,-0.094402409,0.123337939,-0.948003941,0.584703098,-0.524471824,-0.175997966,-0.430411558,0.540933162,0.305508982,0.475971519,0.535795675,-0.107320793,-0.300377823,-0.320893943,-0.25746633,-0.050956698,-0.559097954,0.516191467,0.266727358,0.215001807,-0.011749636,0.352574813,-0.078941704,-0.287066578,-0.121439337,0.684917125,-0.07797526,0.197689954,-0.934347808,-0.699062587,0.121695955,0.287173263,-0.263601368,-0.15775313,0.1329051,-0.051783718,0.260735093,0.295211166,0.168884419,0.399498365,0.502427982,0.377393587,-0.108023481273552 -0.205638925936609 0.403867392576349 -0.364942738042785 0.793086901794978 0.206520418746422 -0.426982013956436 0.27326671110958 -0.0944024094501353 0.123337938514587 -0.948003940790975 0.584703097823039 -0.524471823964878 -0.17599796552678 -0.430411557617264 0.540933161939654 0.305508982137283 0.475971518618883 0.535795674991909 -0.107320793301151 -0.300377822536093 -0.320893943104849 -0.257466330210276 -0.0509566978720764 -0.559097954445253 0.516191467108603 0.266727357764154 0.21500180655496 -0.0117496358291323 0.352574813296155 -0.0789417043039202 -0.28706657810466 -0.121439336809868 0.684917124953684 -0.0779752595992816 0.197689954311404 -0.934347807676526 -0.699062586698997 0.121695954839095 0.287173263265292 -0.263601367524522 -0.157753130463751 0.132905100019197 -0.0517837176455185 0.260735093403629 0.295211166403664 0.168884419114533 0.399498364596968 0.50242798225145 0.377393587038579
calling,-0.57124601729584 0.385744080364859 -0.424069717890243 -0.330505597499513 -0.154436995186034 0.513389970234243 0.0971316814335031 -0.146103984400292 0.0588853768963473 -0.658400456813586 0.0918615307020653 0.202139502824121 0.410207728878386 0.0313073756059181 0.459672570152838 0.376365725744265 -0.15779349233246 -0.0763693993519721 -0.0130564861386456 -0.156029657298345 -0.320505002319126 -0.248923408075815 -0.278024615567491 -0.674341776390692 -0.019491899419952 0.294749127203335 0.053703991308253 0.185222762895272 0.130766858514808 0.185588978836838 0.165140869751386 0.100220888295344 0.750296847849209 0.365709466287993 0.223389671851717 0.0926393836815769 -0.279567352922112 -0.872730024467043 0.197764436119571 0.101188215126689 0.317794198213207 0.356538181132444 -0.154092418113606 -0.299125576894487 0.295212997053416 0.163000019678593 0.431897098303479 -0.162355968308008 0.487106681283739 -0.126698179606992,-0.571246017,0.38574408,-0.424069718,-0.330505597,-0.154436995,0.51338997,0.097131681,-0.146103984,0.058885377,-0.658400457,0.091861531,0.202139503,0.410207729,0.031307376,0.45967257,0.376365726,-0.157793492,-0.076369399,-0.013056486,-0.156029657,-0.320505002,-0.248923408,-0.278024616,-0.674341776,-0.019491899,0.294749127,0.053703991,0.185222763,0.130766859,0.185588979,0.16514087,0.100220888,0.750296848,0.365709466,0.223389672,0.092639384,-0.279567353,-0.872730024,0.197764436,0.101188215,0.317794198,0.356538181,-0.154092418,-0.299125577,0.295212997,0.16300002,0.431897098,-0.162355968,0.487106681,-0.12669818,-0.57124601729584 0.385744080364859 -0.424069717890243 -0.330505597499513 -0.154436995186034 0.513389970234243 0.0971316814335031 -0.146103984400292 0.0588853768963473 -0.658400456813586 0.0918615307020653 0.202139502824121 0.410207728878386 0.0313073756059181 0.459672570152838 0.376365725744265 -0.15779349233246 -0.0763693993519721 -0.0130564861386456 -0.156029657298345 -0.320505002319126 -0.248923408075815 -0.278024615567491 -0.674341776390692 -0.019491899419952 0.294749127203335 0.053703991308253 0.185222762895272 0.130766858514808 0.185588978836838 0.165140869751386 0.100220888295344 0.750296847849209 0.365709466287993 0.223389671851717 0.0926393836815769 -0.279567352922112 -0.872730024467043 0.197764436119571 0.101188215126689 0.317794198213207 0.356538181132444 -0.154092418113606 -0.299125576894487 0.295212997053416 0.163000019678593 0.431897098303479 -0.162355968308008 0.487106681283739 -0.126698179606992
campus,0.125971362439275 0.133680341926123 -0.76216442293209 -0.297893815099929 -0.816529429661553 -0.245482473401944 -0.412755328319054 0.541246275927627 -0.101659397405792 -0.109509699966888 -0.680410321077131 -0.0538773474699348 -0.39796020249857 0.142810643147286 -0.66867637503779 -0.555000968425982 -0.647326910916569 0.0884192184966992 -0.621478450462934 -0.219285258176856 0.0658542436031072 -0.229779521447246 0.0411035006767874 0.161430233263033 -0.824515091990573 0.0145491293926963 0.319419215642211 -0.211646264288795 -0.130976159108274 0.388241003782681 -0.0926695857644352 -0.421829285798157 0.648741943207111 0.470490285594407 0.256097741000948 0.465619435856337 -0.178464256923753 0.307780750319268 0.450730514474419 -0.0358765347818641 -0.441397653471214 -0.249787531771933 0.0895544852203318 0.159909091407152 -0.336780159203126 -0.471406860524411 -0.150350762968524 0.0957875677796698 0.263669872621652 -0.583642845401789,0.125971362,0.133680342,-0.762164423,-0.297893815,-0.81652943,-0.245482473,-0.412755328,0.541246276,-0.101659397,-0.1095097,-0.680410321,-0.053877347,-0.397960202,0.142810643,-0.668676375,-0.555000968,-0.647326911,0.088419218,-0.62147845,-0.219285258,0.065854244,-0.229779521,0.041103501,0.161430233,-0.824515092,0.014549129,0.319419216,-0.211646264,-0.130976159,0.388241004,-0.092669586,-0.421829286,0.648741943,0.470490286,0.256097741,0.465619436,-0.178464257,0.30778075,0.450730514,-0.035876535,-0.441397653,-0.249787532,0.089554485,0.159909091,-0.336780159,-0.471406861,-0.150350763,0.095787568,0.263669873,-0.583642845,0.125971362439275 0.133680341926123 -0.76216442293209 -0.297893815099929 -0.816529429661553 -0.245482473401944 -0.412755328319054 0.541246275927627 -0.101659397405792 -0.109509699966888 -0.680410321077131 -0.0538773474699348 -0.39796020249857 0.142810643147286 -0.66867637503779 -0.555000968425982 -0.647326910916569 0.0884192184966992 -0.621478450462934 -0.219285258176856 0.0658542436031072 -0.229779521447246 0.0411035006767874 0.161430233263033 -0.824515091990573 0.0145491293926963 0.319419215642211 -0.211646264288795 -0.130976159108274 0.388241003782681 -0.0926695857644352 -0.421829285798157 0.648741943207111 0.470490285594407 0.256097741000948 0.465619435856337 -0.178464256923753 0.307780750319268 0.450730514474419 -0.0358765347818641 -0.441397653471214 -0.249787531771933 0.0895544852203318 0.159909091407152 -0.336780159203126 -0.471406860524411 -0.150350762968524 0.0957875677796698 0.263669872621652 -0.583642845401789
canando,-0.313415035484943 0.26554027350215 -0.0789548828417466 -0.806246902736453 -0.532176937451584 -0.0722558615553688 -0.0430101535416965 -0.352463094055748 0.367772391711048 -0.322512865007279 -0.148012378403397 0.321720289060296 0.58303888310669 0.0587988112812149 0.369095027472484 -0.0473788695300493 -0.224810696533925 0.0439822803744395 -0.251842855445582 0.243819581359255 0.141844132508361 0.620526727574262 0.123281335850651 -0.299490426455321 -0.140639216667334 -0.43096596070688 -0.246188896083805 -0.425468861345657 0.604060405510863 -0.709923582503532 -0.6074964641645 0.630246501840461 -0.152226988113537 -0.266739468021123 0.412031867689227 0.231340094949121 0.0674280987252878 -0.587224484914779 0.170111823556293 -0.0709968328683603 0.653449129076538 0.613033507159806 -0.365247892697643 0.228662649133429 -0.354899896246966 0.127742521291397 -0.83073866825421 -0.468990574916285 0.502358404501845 -0.814249293975,-0.313415035,0.265540274,-0.078954883,-0.806246903,-0.532176937,-0.072255862,-0.043010154,-0.352463094,0.367772392,-0.322512865,-0.148012378,0.321720289,0.583038883,0.058798811,0.369095027,-0.04737887,-0.224810697,0.04398228,-0.251842855,0.243819581,0.141844133,0.620526728,0.123281336,-0.299490426,-0.140639217,-0.430965961,-0.246188896,-0.425468861,0.604060406,-0.709923583,-0.607496464,0.630246502,-0.152226988,-0.266739468,0.412031868,0.231340095,0.067428099,-0.587224485,0.170111824,-0.070996833,0.653449129,0.613033507,-0.365247893,0.228662649,-0.354899896,0.127742521,-0.830738668,-0.468990575,0.502358405,-0.814249294,-0.313415035484943 0.26554027350215 -0.0789548828417466 -0.806246902736453 -0.532176937451584 -0.0722558615553688 -0.0430101535416965 -0.352463094055748 0.367772391711048 -0.322512865007279 -0.148012378403397 0.321720289060296 0.58303888310669 0.0587988112812149 0.369095027472484 -0.0473788695300493 -0.224810696533925 0.0439822803744395 -0.251842855445582 0.243819581359255 0.141844132508361 0.620526727574262 0.123281335850651 -0.299490426455321 -0.140639216667334 -0.43096596070688 -0.246188896083805 -0.425468861345657 0.604060405510863 -0.709923582503532 -0.6074964641645 0.630246501840461 -0.152226988113537 -0.266739468021123 0.412031867689227 0.231340094949121 0.0674280987252878 -0.587224484914779 0.170111823556293 -0.0709968328683603 0.653449129076538 0.613033507159806 -0.365247892697643 0.228662649133429 -0.354899896246966 0.127742521291397 -0.83073866825421 -0.468990574916285 0.502358404501845 -0.814249293975
captures,-0.476442376901169 0.316532774937429 0.13396276730997 0.152978622950648 0.35274942506239 0.711056200024582 0.149198641274246 0.0575225909810722 0.680876078619322 -0.555821156155606 0.623486057393047 -0.37350607464596 0.0805834669276911 0.164673400287568 0.239756683058604 -0.0181258646922148 0.0374982060474354 0.0296794924922807 0.012320042162492 0.54435407640739 -0.13747921197284 0.639511731827218 -0.574826314719017 -0.66629048670397 0.0526707421944135 0.120815110875627 -0.2359837544478 0.14229453192406 0.0541760940331433 -0.630002860792638 -0.2084463812572 -0.332071437867739 -0.639370721611301 0.599143666534411 0.19049029347651 -0.137737631130313 0.154449983578806 0.818481312641558 0.0659636252048898 0.782337947480922 0.705754954834438 0.767063579485025 -0.669226168204645 0.512498933478697 0.447410032904446 -0.0386770251929596 0.175020433171416 -0.0536806457285041 -0.743033236352491 0.336338926862781,-0.476442377,0.316532775,0.133962767,0.152978623,0.352749425,0.7110562,0.149198641,0.057522591,0.680876079,-0.555821156,0.623486057,-0.373506075,0.080583467,0.1646734,0.239756683,-0.018125865,0.037498206,0.029679492,0.012320042,0.544354076,-0.137479212,0.639511732,-0.574826315,-0.666290487,0.052670742,0.120815111,-0.235983754,0.142294532,0.054176094,-0.630002861,-0.208446381,-0.332071438,-0.639370722,0.599143667,0.190490293,-0.137737631,0.154449984,0.818481313,0.065963625,0.782337947,0.705754955,0.767063579,-0.669226168,0.512498933,0.447410033,-0.038677025,0.175020433,-0.053680646,-0.743033236,0.336338927,-0.476442376901169 0.316532774937429 0.13396276730997 0.152978622950648 0.35274942506239 0.711056200024582 0.149198641274246 0.0575225909810722 0.680876078619322 -0.555821156155606 0.623486057393047 -0.37350607464596 0.0805834669276911 0.164673400287568 0.239756683058604 -0.0181258646922148 0.0374982060474354 0.0296794924922807 0.012320042162492 0.54435407640739 -0.13747921197284 0.639511731827218 -0.574826314719017 -0.66629048670397 0.0526707421944135 0.120815110875627 -0.2359837544478 0.14229453192406 0.0541760940331433 -0.630002860792638 -0.2084463812572 -0.332071437867739 -0.639370721611301 0.599143666534411 0.19049029347651 -0.137737631130313 0.154449983578806 0.818481312641558 0.0659636252048898 0.782337947480922 0.705754954834438 0.767063579485025 -0.669226168204645 0.512498933478697 0.447410032904446 -0.0386770251929596 0.175020433171416 -0.0536806457285041 -0.743033236352491 0.336338926862781
card,0.00514704411742999 -0.29735265551832 0.128108372038299 -0.249294932957806 0.456186959061701 -0.599754147128531 0.52898890868296 0.310547184762611 0.485498278205303 -0.0204831874081536 0.0510305732343279 -0.145695369889407 -0.0167191343102378 1.05416889184906 -0.0123607567226557 0.477015956297375 -0.163634840451448 0.00577527065541982 0.210118512895284 -0.503323290508924 0.290046322050408 -0.737894593509643 -0.570421049931635 -0.69616268474914 0.124529208221426 0.76273888363176 0.380914306328442 0.562353137537233 -0.775930146192498 -0.181078478895403 0.312013736105461 0.459415209782499 -0.965102947833194 0.0867803362688565 -0.361300737064488 0.205691928289105 -0.137619912063374 0.305298486853614 -0.252169234288797 0.482073559965778 0.160009103459466 -0.0452944080147671 0.111775981855503 0.201214956915921 0.430740007709205 -0.0156270728792967 0.356582522166436 -0.54102474017128 -0.555353916936298 0.288361719837507,0.005147044,-0.297352656,0.128108372,-0.249294933,0.456186959,-0.599754147,0.528988909,0.310547185,0.485498278,-0.020483187,0.051030573,-0.14569537,-0.016719134,1.054168892,-0.012360757,0.477015956,-0.16363484,0.005775271,0.210118513,-0.503323291,0.290046322,-0.737894594,-0.57042105,-0.696162685,0.124529208,0.762738884,0.380914306,0.562353138,-0.775930146,-0.181078479,0.312013736,0.45941521,-0.965102948,0.086780336,-0.361300737,0.205691928,-0.137619912,0.305298487,-0.252169234,0.48207356,0.160009103,-0.045294408,0.111775982,0.201214957,0.430740008,-0.015627073,0.356582522,-0.54102474,-0.555353917,0.28836172,0.00514704411742999 -0.29735265551832 0.128108372038299 -0.249294932957806 0.456186959061701 -0.599754147128531 0.52898890868296 0.310547184762611 0.485498278205303 -0.0204831874081536 0.0510305732343279 -0.145695369889407 -0.0167191343102378 1.05416889184906 -0.0123607567226557 0.477015956297375 -0.163634840451448 0.00577527065541982 0.210118512895284 -0.503323290508924 0.290046322050408 -0.737894593509643 -0.570421049931635 -0.69616268474914 0.124529208221426 0.76273888363176 0.380914306328442 0.562353137537233 -0.775930146192498 -0.181078478895403 0.312013736105461 0.459415209782499 -0.965102947833194 0.0867803362688565 -0.361300737064488 0.205691928289105 -0.137619912063374 0.305298486853614 -0.252169234288797 0.482073559965778 0.160009103459466 -0.0452944080147671 0.111775981855503 0.201214956915921 0.430740007709205 -0.0156270728792967 0.356582522166436 -0.54102474017128 -0.555353916936298 0.288361719837507
cards,-0.180455658221405 -0.714300763153539 0.290315232088871 -0.716129653466636 -0.147552798975407 -0.363660308588284 -0.257761730460654 0.906063661895169 -0.194247473924627 -0.161063060217611 0.221367059887149 -0.598511330894539 -0.402591693455632 0.00793838674556013 -0.518505086685311 0.616306073783112 -0.949412624035989 -0.0519665938708361 0.0993975195646903 -0.434133678212784 -0.505564220263316 0.170625860922787 -0.588451587135762 -0.042897788538817 -0.366279942742259 0.418472569098517 0.225794601788927 0.239119668455265 0.855785114064298 -0.585203817607004 0.306026598082104 -0.282851337992986 -0.704742513551432 0.0138039433787911 0.18915757246639 0.214576660642819 -0.662313227457251 -0.175182672013071 0.281830684375493 0.295551521255954 -0.395377562526755 -0.320238327609749 -0.764197018791209 -0.219079761035691 0.433990210101547 0.0273628596682624 -0.434705018642651 -0.0598477536621037 -0.452952832818754 -0.31412634654278,-0.180455658,-0.714300763,0.290315232,-0.716129653,-0.147552799,-0.363660309,-0.25776173,0.906063662,-0.194247474,-0.16106306,0.22136706,-0.598511331,-0.402591693,0.007938387,-0.518505087,0.616306074,-0.949412624,-0.051966594,0.09939752,-0.434133678,-0.50556422,0.170625861,-0.588451587,-0.042897789,-0.366279943,0.418472569,0.225794602,0.239119668,0.855785114,-0.585203818,0.306026598,-0.282851338,-0.704742514,0.013803943,0.189157572,0.214576661,-0.662313227,-0.175182672,0.281830684,0.295551521,-0.395377563,-0.320238328,-0.764197019,-0.219079761,0.43399021,0.02736286,-0.434705019,-0.059847754,-0.452952833,-0.314126347,-0.180455658221405 -0.714300763153539 0.290315232088871 -0.716129653466636 -0.147552798975407 -0.363660308588284 -0.257761730460654 0.906063661895169 -0.194247473924627 -0.161063060217611 0.221367059887149 -0.598511330894539 -0.402591693455632 0.00793838674556013 -0.518505086685311 0.616306073783112 -0.949412624035989 -0.0519665938708361 0.0993975195646903 -0.434133678212784 -0.505564220263316 0.170625860922787 -0.588451587135762 -0.042897788538817 -0.366279942742259 0.418472569098517 0.225794601788927 0.239119668455265 0.855785114064298 -0.585203817607004 0.306026598082104 -0.282851337992986 -0.704742513551432 0.0138039433787911 0.18915757246639 0.214576660642819 -0.662313227457251 -0.175182672013071 0.281830684375493 0.295551521255954 -0.395377562526755 -0.320238327609749 -0.764197018791209 -0.219079761035691 0.433990210101547 0.0273628596682624 -0.434705018642651 -0.0598477536621037 -0.452952832818754 -0.31412634654278
